-> Cluster 1  Diameter:  48.01635
16.359004	93.362881	20.296712
29.360228	87.831850	38.152587
41.823904	67.946182	28.366028
4.067285	61.638678	17.308891
42.938871	79.512178	26.049093
39.816237	79.201725	27.330477
4.567674	90.928944	16.460597
26.615414	78.033830	27.831406
32.301857	87.905131	11.453510
19.965683	84.606965	41.718350
25.441188	73.983032	6.713611
24.580428	89.790212	23.809519
25.632114	86.304042	11.213480
16.383821	63.484736	25.263803
26.494123	68.109236	13.934064
15.372703	59.050073	40.504486
18.043405	77.541443	37.901148
6.354694	92.458229	13.898583
23.902113	60.174550	30.516326
8.478789	64.810715	31.352938
15.524985	96.784894	23.022595
28.616254	54.249512	31.883421
22.394252	95.473756	10.730543
36.861596	81.522134	32.003828
17.311069	89.171942	42.913272
37.527373	68.056163	28.194755
18.455074	73.066650	11.761221
12.039014	58.971348	31.524422
18.879337	56.379807	10.488477
35.323669	89.349083	27.336768
30.749769	64.443565	6.715564
32.387783	86.576285	22.659156
23.781915	85.822463	22.205818
35.762248	84.456717	17.385970
25.078618	55.788515	22.603979
10.547949	76.099275	20.349208
22.404603	63.141149	28.862936
37.871272	88.281548	25.635783
21.460645	83.879616	9.364274
3.319284	84.612961	37.299077
5.898698	87.034684	23.285298
45.299705	78.475162	28.091015
10.106807	76.536562	9.465509
33.358081	86.668848	30.031630
38.307429	90.070188	33.189938
30.175478	89.978259	14.496559
12.706384	79.697797	1.314970
1.553342	91.237126	29.224298
12.912008	87.592112	36.356466
21.173484	94.814691	15.911819
10.084746	79.051334	11.391022
25.943591	88.949569	9.147006
30.012303	82.143204	34.302932
15.510470	95.335808	34.258932
13.231244	86.397672	20.604274
33.011947	76.283662	36.291989
17.451623	96.816360	15.928398
4.509358	68.676894	12.521954
14.784499	66.272207	26.163118
8.733431	70.356077	20.065292
22.444643	72.244375	34.701294
35.517088	84.726798	36.384068
39.681798	87.934744	18.558196
3.790858	79.930022	28.736374
22.814092	66.242335	44.493809
