-> Cluster 1
78.468080	92.307929	24.858135
90.700718	88.049096	31.899550
86.447518	93.671410	7.216808
93.588932	78.568717	3.291335
80.300969	93.950982	20.250906
75.683850	88.950592	23.873689
81.805156	84.964582	4.352384
65.666574	85.060468	6.324363
80.083380	60.387304	20.712651
88.773137	81.449334	10.481458
91.052848	63.906368	15.837189
90.058323	61.920916	28.240030
81.918972	59.945355	16.355643
67.274919	86.728963	20.008516
64.922030	65.869132	9.994473
73.256398	59.584136	23.263249
72.049326	71.698171	18.973628
77.834832	76.241469	5.691713
77.990861	97.036040	27.100968
89.665087	73.135742	38.203418
77.008255	97.896782	19.069156
90.919986	89.943495	24.589055
95.127468	69.752575	0.787552
65.907567	84.038327	34.333441
84.071595	56.508690	22.098595
67.532337	71.166180	9.904583
82.633285	74.400099	2.143790
91.229262	86.852707	13.020373
75.662954	71.853085	17.799152
83.588435	71.218945	3.819957
96.415577	85.643436	31.165902
76.331078	92.021539	6.421519
75.746534	86.007297	10.886530
59.844429	79.444382	9.834973
69.490756	89.903725	29.416767
77.559744	63.251498	6.401752
76.999956	97.222201	7.278524
70.827919	74.484690	36.761855
76.499067	71.996456	39.924618
66.300651	76.062250	22.870964
79.328969	56.097777	27.095133
69.692249	84.932627	15.465974
62.582669	74.478560	13.169595
81.123190	73.834429	25.694247
69.687343	85.971646	19.403297
75.720563	80.394453	33.240193
94.380759	70.142141	14.207384
74.922380	75.776597	35.877349
78.996736	55.972925	19.128412
90.519843	78.470221	12.082246
85.859147	84.838770	26.421694
69.439189	74.556947	38.868141
62.719212	93.242238	22.481365
65.415853	85.470830	0.991713
95.438815	95.620318	7.603059
76.198346	95.886904	24.599314
75.565542	68.818363	4.009416
71.575238	91.741001	29.985321
76.115037	97.811710	13.346621
67.109871	90.975500	32.512115
91.295565	65.161237	28.880471
65.550908	85.799435	28.353450
62.361263	97.232900	18.446669
85.806070	71.533000	2.155693
68.400711	70.500132	9.329438
96.402776	78.659234	1.545263
57.692041	92.379467	18.303766
77.088650	74.862191	43.353626
82.644460	69.631539	9.877072
94.474810	78.596907	33.322903
87.836576	89.629668	38.099976
84.336829	67.077433	28.132751
95.878489	81.859521	20.802316
79.395845	82.701600	22.108170
95.674656	82.113419	31.501364
86.337698	63.396123	6.599827
93.427353	83.104064	23.746923
75.607232	84.479035	29.256961
96.380735	70.818455	25.773318
93.562624	96.111541	27.405959
81.357915	79.640844	3.015191
84.752691	68.644417	9.670384
84.067364	82.757709	21.719245
58.747168	76.231638	26.700174
88.822841	58.773426	9.639898
68.263230	81.542380	1.378250
92.229496	85.050823	6.916793
89.427760	85.557986	19.929296
73.589031	93.409294	12.054512
78.627988	55.496933	16.830701
70.784864	72.726442	4.103788
73.647523	77.672619	40.984192
85.469037	61.315991	10.191019
78.849602	53.722089	14.636514
89.351777	78.646537	15.831737
88.768599	76.008372	1.335101
93.280544	92.047761	34.447131
84.400755	78.084327	26.376517
77.888862	80.948732	12.996904
76.942323	80.118056	37.961745
86.466513	96.196111	20.813957
72.579411	82.420634	19.450897
57.286832	76.884972	28.072769
74.211282	77.595999	14.288712
83.781710	68.655959	28.711426
75.753612	94.837841	8.430114
59.582709	68.640169	20.915344
94.064097	82.316527	4.591233
65.745688	79.072082	37.269907
66.082729	77.676915	6.454347
87.119036	92.004914	35.432741
90.101379	83.591355	15.406945
67.716500	92.612490	22.282313
79.860247	81.078119	26.373145
72.047951	66.543637	3.894763
75.311475	94.953858	14.484964
91.042236	73.624894	26.506330
95.989568	72.778191	24.090063
69.272745	64.740651	30.304639
71.058547	81.541750	9.080860
73.958926	90.871327	30.987376
72.652951	77.370948	27.777776
78.608900	75.178783	14.140690
55.119306	76.795047	22.679703
92.687985	66.598394	9.088794
70.370129	95.184338	18.621194
62.509158	73.787929	22.173103
52.808581	81.365904	19.510485
85.975265	87.186240	12.059702
83.378726	69.240775	25.971970
72.944866	57.157527	18.334394
97.430791	81.260788	23.626554
70.982106	77.689957	22.016152
72.011829	86.177490	9.994455
79.396462	70.731453	12.196480
84.120953	65.842970	15.059121
92.475300	72.680511	13.019297
77.013671	83.139515	41.539813
58.445186	87.237507	21.416393
66.571183	92.695126	6.924892
81.131626	82.811126	34.428837
